TMA_PA_Manggarai (cm),C.H. Bogor (mm),C.H. Depok (mm),C.H. Manggarai (mm)
615,0.6,0.1,0.2
615,0.1,0,0.1
615,0,0,0.1
610,0.1,0,0.2
610,0,0,0
610,0,0,0
610,0.1,0,0
605,0.1,0,0
605,0.2,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
605,0,0,0.1
605,0.1,0.1,0.1
605,0,0.1,0.1
605,0.5,0.1,0
605,0.2,1.1,0.2
600,1.3,0.9,0.2
600,1.6,0,0
600,0,0,0
600,0,0,0
600,0,0.2,0
600,0,0,0.1
600,0,0,0
600,0,0,0.2
600,0,0,0.3
600,0,0,0
600,0,0.3,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0.1,0
605,0.1,0.1,0.1
605,0.1,0,0.1
605,0.6,0.1,0.2
605,0,0,0
605,1.4,1.2,0
600,2.1,1.3,1.2
600,0,0.3,1.2
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0.1,0
600,0,0.2,0
595,0,0.3,0.4
595,0,0.5,0.2
595,0,0,0.1
595,0,0,0.1
600,0,0,0
605,0,0,0
610,0,0,0
620,0,0,0
620,0,0,0.1
620,0.1,0,0.1
615,0.1,0.1,0.1
615,1.9,2.8,0.1
610,2.2,3.1,0.2
610,0.4,1.4,0
605,0.2,1.4,0
605,0,0.1,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,1,0.1,1
600,0.8,0.1,0.7
600,1,0.2,0.8
600,0.9,0.3,0.8
600,0.6,0.2,0.5
620,0.4,0.1,0.3
630,0.3,0,0.2
630,0.1,0,0.1
625,0.6,0,0.3
620,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
610,0,0,0
610,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
615,0,0,0
615,0.7,0,0
610,0.1,0,0.1
610,0.4,0.4,0.1
605,0.2,0.4,0
605,0.2,0.1,0.2
600,0.3,0,0.3
600,0.4,0.1,0.3
600,0.4,0.1,0.3
600,0.5,0.1,0.5
600,2,1.1,0.6
600,0.7,0.8,0.3
600,0.4,0.2,0.4
600,0.2,0.1,0.2
600,0.8,0.2,1
600,0.4,0.3,0.4
600,0.4,0.6,0.2
600,0.3,0.5,0.1
600,0.2,0.4,0
600,0.4,0.5,0.2
600,0.2,0.4,0
600,0.3,0.5,0.1
600,0.9,0.7,0.4
600,1,1.2,0.7
600,0.5,0.7,0.4
600,1.2,0.4,1.6
595,1.1,0.3,1.4
595,0.4,0.2,1
595,0.7,0,0.2
595,0.3,0,0.3
595,0.8,0.4,0.6
595,0.7,1.3,0.8
595,0.4,0.1,0.6
595,1.2,0.3,1.2
595,1.5,0.6,1.5
595,1.2,1.1,1.2
595,0.4,0.5,0.4
595,0.9,0.4,1.5
600,1.4,2.9,1.2
600,1.2,1.4,0.8
600,0.8,0.9,0.4
600,0.5,0.5,0.3
600,0.3,0.3,0.1
600,0,0.5,0
600,0.5,0,0.4
600,0,0,0
600,0.1,0,0.1
610,0.1,0.1,0.1
615,0.1,0,0.1
615,0.1,0,0.1
610,0.2,0,0.1
610,0.3,0.2,0.1
605,0.2,0.2,0
610,0.1,0.1,0
615,0.1,0.1,0
615,0.1,0.1,0.1
615,0.1,0.1,0
615,0.2,0.2,0.1
615,4.8,0.2,1.2
610,1.2,2,2.8
610,0.2,1.4,1.3
610,0.1,0.2,0.4
610,0.8,0.3,0.9
610,0.5,0.8,1.2
605,0,0.4,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0.1
595,0,0,0.1
595,0,0,0.1
595,0.1,0,0
595,0.1,0,0.1
595,0.1,0.1,0.1
595,0.2,0.1,0.1
595,0.1,0.1,0
595,0.1,0,0.1
595,0,0.1,0
595,0.1,0.1,0.2
595,0.2,0.1,0.1
595,0.2,0.2,0.1
595,4.4,2,4.2
600,0.8,0.6,1.4
600,0.1,1.8,0.2
600,0,0.2,0.1
600,0,0.1,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
605,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
610,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0.1
630,0.1,0.1,0.2
650,0.1,0.1,0
655,1.3,0.8,0.1
655,0.6,1.4,0.2
650,0.6,1.1,0.2
650,0.8,1.5,0.2
635,0.7,1.7,0.2
625,0.4,1.5,0.1
620,0.2,0.9,0
615,0,0.7,0
615,0,0.1,0
615,0,0.1,0
610,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0.1
600,0,0,0
600,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0.1,0.1,0
605,0.1,0.2,0.1
605,0.2,0.3,0.1
600,0.1,0.1,0.1
600,0,0,0
600,0.1,0.1,0.1
600,0.1,0.2,0
595,0.1,0.4,0
595,0,0.1,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0.1,0.1,0
590,0.1,0.1,0.1
590,2.7,1.2,1.2
590,0,0,0
590,0.6,0.3,0.2
590,1.2,3.3,0.1
590,0.3,0.8,0
590,0.1,0,0.2
590,0,0,0
590,0,0,0
590,0,0,0.2
590,0,0,0
590,0,0,0
590,0,0,0.3
590,0,0,0.5
590,0,0.2,0.6
590,0,0,0.1
590,0,0,0.1
590,0,0,0.1
590,0,0,0.1
590,0,0,0.1
595,0,0,0.1
595,0,0,0.1
595,0,0,0.2
595,0.1,0.1,0.2
595,0.8,0.4,0.6
595,1.3,2.1,1.4
595,0.1,0.1,0.2
595,0.2,0,0.4
595,0.7,0.1,0.7
595,0.1,0.1,0.1
595,0.4,0,0
595,0.2,0.3,0
590,0,0.3,0
590,0,0,0
590,0.1,0.2,0
590,0.1,0.2,0
590,0,0.1,0
590,0,0.1,0
590,0.1,0.4,0
590,0.3,0.2,0
590,0.2,0.5,0
590,0,0.5,0
590,0,0.2,0
590,0,0,0
590,0,0.1,0
590,0,0.1,0
585,0.1,0.2,0
585,0.1,0.2,0.1
585,0.1,0.1,0.1
585,0.2,0.1,0.1
585,1.3,1.5,1.5
585,2.7,1.6,3.4
585,1.8,1.7,1.1
585,0.7,1.2,0.4
585,0.4,0.7,0.2
585,0.3,0.7,0.3
585,0.2,0.4,0.2
585,0.3,0.3,0.3
585,0.5,0.4,0.6
585,0.3,0.5,0.3
585,0.2,0.5,0.4
585,0.7,0.3,0.8
585,0.4,0.3,0.4
585,0.5,0.1,0.4
585,0.7,0.2,0.7
585,0.4,0.1,0.5
585,0.4,0,0.6
605,0.4,0,0.7
620,0.1,0,0.2
620,0.1,0,0.1
620,0.2,0,0.1
615,0.3,0.1,0.1
610,3.9,0.2,0.4
610,5.1,5.9,0.6
605,2.2,0.3,1.2
605,2.8,7.6,1.8
605,0.4,3,0.6
600,0.2,0.3,0.1
600,0.1,0.1,0.1
600,0.3,0,0.4
595,0.6,0.1,0.7
595,0.1,0,0.1
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
610,0,0,0
620,0,0,0
620,0,0,0
630,0,0,0
620,0,0,0
615,0,0,0
610,0.1,0.1,0
605,0,0.1,0
605,0.1,0.1,0.1
600,0.1,0.3,0
600,0.1,0.1,0.1
595,0.7,0.1,1.2
595,0.7,0.5,0.8
595,0.9,0.9,0.9
595,0.6,0.9,0.6
595,0.9,1.4,1
595,0.6,0.5,0.4
595,0.6,0.5,0.7
595,0.6,0.2,0.8
595,0.4,0.1,0.4
595,0.3,0,0.4
590,0.2,1.3,0.4
590,0.4,1.1,0.2
590,0.1,0.4,0.1
590,0.4,0.6,0.1
590,0,0.3,0.1
590,0,0.9,0.2
590,0,0.3,0
590,0,0.5,0
590,0,0.2,0.1
590,0,0.1,0
590,0.1,0.1,0
590,0.1,0.2,0
590,1.1,0.2,1
590,1.5,1.4,3.1
590,0.1,2.2,0.1
670,0,1.5,0
660,0,0.1,0
625,0,0,0
615,0,0,0
615,0,0,0
625,0,0,0
650,0,0,0
675,0,0,0
680,0,0,0
680,0,0.5,0
670,0.1,0.2,0.2
660,0.2,0.1,0.2
645,0.1,0,0.1
635,0,0,0
625,0,0,0
625,0,0,0.1
610,0,0,0.1
610,0.1,0.1,0
605,0.1,0.2,0.1
605,0.4,0.3,0.1
605,0.2,0.2,0.1
600,0.8,1,0.8
600,4.1,0.2,5.3
600,6.4,0.3,1.7
600,0.2,4.4,0.1
600,0.1,0.5,0
600,0,0.5,0
595,0,0,0
595,0,0,0
600,0,0,0
625,0,0,0
655,0,0,0
665,0,0,0.3
670,0,0.1,0
665,0,0,0
660,0,0,0
655,0,0,0
640,0,0,0
635,0,0,0
630,0,0,0
625,0.1,0.1,0
620,0.2,0.2,0
620,0.1,0.1,0.1
615,0,0.1,0
615,0.3,0.3,0
615,6.2,0.8,2.5
610,0.9,2.4,0.3
610,0.7,4.2,0.4
610,0,0.4,0.1
605,0,0.2,0
605,0,0,0
605,0,0,0
625,0.1,0,0.1
670,0,0,0.3
710,0,0,0
725,0,0,0.1
730,0,0,0.2
730,0.1,1.2,0.3
725,0,0.4,0
715,0,0.5,0.1
700,0,0.3,0.2
690,0.7,0.2,1.1
670,0.1,0.2,0.6
655,0.1,0.3,0.3
645,0.1,0.2,0.3
635,0.3,0.3,0.2
625,0.6,0.2,0.1
620,0.8,0.6,0.1
630,0.4,0.2,0.1
625,2.8,2.1,2.3
625,4.9,1.4,0.1
625,2.6,3.2,1.8
625,1.7,0.7,1.9
680,0.4,0.3,0.4
680,0.1,0.2,0
660,0,0.1,0
650,0,0.1,0
635,0,0,0
625,0,0,0
625,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
615,0,0,0
620,0,0,0
620,0,0,0
625,0.1,0.1,0.1
625,0.4,0.1,0.6
625,2.5,1.2,2.6
630,0.7,2.4,0.8
635,0.7,2.2,3.9
635,0.5,0.8,0.9
630,0.7,0.6,0.4
640,0.8,0.3,0.8
630,0.4,0.3,0.3
635,0.2,0.3,0.4
630,0.2,0.2,0.1
630,0.3,0.5,0.1
610,0.2,0.6,0.1
605,0.3,0.3,0.1
600,0.3,0.6,0.4
595,0.5,0.4,0.4
595,0.3,0.4,0.2
595,0.4,0.2,0.2
585,0.3,0.2,0.2
585,0.2,0.1,0.3
600,0.7,0,0.3
620,0,0,0
630,0,0.2,0
635,0.1,0,0.1
630,0.2,0,0.1
625,0.2,0.2,0.3
620,0.4,0.1,0.8
615,4.3,3.4,1.8
615,1.5,2.6,0.1
615,0.3,0.3,0.1
610,0.2,0.1,0.1
640,0.9,1.5,1
630,0.2,2.1,0.8
625,0,1.1,0.9
625,0,1.7,0.4
620,0,1,0
615,0,0,0
610,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0.1,0
605,0.1,0.1,0.1
605,0.2,0.4,0.2
605,8.9,3.2,2.8
605,5,8.1,0.4
600,2.2,7,0.1
600,2.6,4.1,5.1
600,0.3,1.5,1.9
600,0,2.1,0.3
595,0,0.9,0
595,0,0.1,0
595,0,0,0
615,0,0.1,0
635,0,0,0
650,0,0,0
650,0,0,0
650,0,0,0
640,0,0,0
630,0.1,0.2,0
620,0.2,0.1,0.1
615,0.1,0.1,0.1
615,0,0.2,0
610,0,0.2,0
610,0,0.5,0
610,0.2,0.3,0.1
610,0.4,1.9,0.2
610,3.2,1.9,1.6
610,3.5,3.7,5.3
610,1.6,3.1,1.2
610,2.8,4.5,1.5
620,3.3,4.7,1.8
620,3.4,3.5,2.1
635,2.6,2.6,1.8
660,1.6,1.4,0.9
660,1,1.6,0.6
665,0.8,2.3,0.9
660,0.5,2.2,0.2
645,0.1,1.4,0.1
630,0.7,0.3,0.2
625,0.4,0,0.2
610,0.2,0,0.4
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
610,0,0,0
600,0,0,0
610,0,0.1,0
605,0.2,0.2,0.2
605,0.1,0.1,0
605,0.1,0.1,0
610,1.4,2.9,0.1
605,0.2,0.3,0.1
605,1.8,1.3,0.6
605,0.4,0.9,0.4
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0.1
605,0,0,0.5
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0.1
600,0,0,0
595,0.1,0,0.1
595,0.1,0.1,0
595,0.1,0.1,0
595,0.3,1,0.1
595,0.5,1,0.1
595,2.9,2.7,0.7
595,1.7,1.7,1.3
600,1.5,0,1.5
605,0.2,0.1,0.3
630,0,0,0.1
630,0,0,0
665,0,0,0.1
665,0,0,0
665,0,0,0
655,0,0,0
645,0,0.3,0.1
635,0.1,0.1,0.2
630,0,0.1,0
625,0,0,0
615,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
605,0,0.1,0
605,0,0.1,0
600,0.1,0.1,0
600,0.2,0.2,0
600,1.3,0.2,0
600,2.5,0.3,0.9
600,2.1,2.9,0.5
600,0,2.9,0
600,0,0.3,0
600,0.5,0.7,0.4
595,0.9,1.4,0
595,0.5,1.3,0
595,0.1,0.1,0.1
595,0.1,0,0.1
595,1,0,0.4
590,1,0,0.3
590,0.4,0.1,0.1
600,0.1,0,0
615,0.1,0.1,0
630,0,0.1,0
630,0,0,0
630,0,0,0
630,0,0,0
635,0,0,0
635,0,0,0
635,0,0,0
630,0,0,0
630,0.1,0,0
625,0,0.3,0
620,0,0.1,0
620,0.1,0.6,0
615,1.6,0.6,0.2
610,0.1,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0.2,0
595,0,0.1,0
595,0,0,0
595,0.1,0,0.1
595,2.8,0.1,1.7
595,0.6,0.6,0
600,0.3,0.4,0.3
600,0.5,0.1,0
600,0.1,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
610,0,0,0
615,0,0,0
610,0,0.1,0
610,0,0,0
610,0,0.1,0
600,0,0.1,0
600,0,0,0
600,0,0.1,0
600,0,0.1,0
600,0.3,0.6,0.2
600,0,0,0.1
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0.2,0
595,0,0,0
595,0,0,0
595,0,0,0
600,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0.1,0.1,0
595,0,0,0
595,0,0,0
595,0.4,0,0
595,1.8,1.5,0.2
595,0.4,1.9,0
590,0.5,0.9,0.5
590,0.6,0.5,0.1
590,0,0.2,0
590,0,0.1,0
590,0,0,0
590,0,0,0.2
590,0.2,0,0.3
590,0,0,0.1
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0,0.4,0
590,0.2,0.3,0
590,0,0.7,0
590,0,0.1,0
590,0,0.5,0
590,0,0.3,0
590,0,0.4,0
590,0,0.3,0
590,0.2,0.1,0
645,0.2,0.1,0.1
630,0.6,0.1,1
615,2.2,5.3,1.2
605,0.3,1.7,0.1
600,0.1,0.5,0.2
600,2.4,0.2,1.6
600,0.2,1.4,0.9
600,0.1,0.3,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0.1,0.1,0
590,0.1,0.1,0
590,0,0.1,0
590,0.1,0.2,0.1
590,0.1,0.1,0.1
590,0.2,0.3,0.2
590,0.1,0.7,0
590,0,0.1,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0.6
590,0,0.1,0.8
590,0.2,0.4,0.1
590,0,0,0
590,0,0,0.1
590,0,0,0.1
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0.1,0
590,0.1,0.1,0
590,0.1,0.1,0.1
590,0.1,0.1,0.1
590,0.2,0.1,0.2
590,0.8,0.7,0.2
590,2,2.3,0.4
590,0.4,0.1,0.7
590,0,0,0.2
590,0,0.1,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0.1
590,0,0,0
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0.1,0,0
590,0,0,0
590,0,0,0
590,0,0,0.1
590,0.1,0.1,0.1
590,0.1,0.2,0.1
590,0.2,0.4,0.2
620,5.8,0.3,2
600,3.3,2.4,1.5
590,2.4,5,2.2
590,4.3,0.7,0.3
590,0.7,1.1,0.6
590,0.3,0.3,0.1
590,0.1,0.4,0
590,0,0.2,0
590,0,0.1,0
590,0,0.1,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.2,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
586,0,0,0
586,0,0,0
585,0,0.2,0
585,0.3,0,0.3
585,0.2,0.1,0.1
585,0.1,0,0.1
590,0.2,0.1,0
590,0.1,0.4,0.2
590,0.1,0,0.2
590,0,0,0.1
640,0,0,0.2
610,0,0,0.1
610,0,0,0
605,0,0,0.2
610,0,0,0.1
610,0,0.5,0.4
610,0,0,0.1
610,0.5,0.8,1.1
610,0.5,0.8,0.7
610,0.1,0.3,0.1
610,0,0.2,0
610,0,0.1,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0.1,0.1,0
600,0.3,0.2,0.1
600,0.3,0.2,0.3
600,0.3,0.3,0.2
600,0.1,0,0.1
600,0.1,0,0.1
600,0.1,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
610,0,0,0.1
610,0,0,0.1
610,0,0,0
610,0,0,0.1
610,0,0,0
610,0,0,0
610,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0.1,0,0.1
590,0.2,0,0.2
590,0.3,0.1,0.3
590,0.1,0.1,0.1
590,0.1,0,0.3
590,0.4,0,0.5
590,0.2,0,0.4
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0.1
590,0,0.1,0.1
590,0,0,0
590,0,0.2,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
580,0,0,0
580,0,0,0
580,0,0.1,0
580,0.1,0.1,0
580,0,0.1,0
580,0.1,0.1,0
580,0.1,0.1,0
580,0.1,0.1,0
580,0,0.1,0
580,0,0.1,0
580,0,0,0
580,0,0.1,0
580,0,0,0
580,0,0,0
580,0,0,0.2
580,0,0,0
580,0,0,0
580,0,0,0.2
580,0,0,0
580,0,0,0
580,0,0,0
575,0,0,0
575,0,0,0
575,0,0,0
575,0,0,0
575,0,0,0
574,0,0,0
575,0,0,0
575,0.3,0.1,0
575,0.1,0,0
575,1.1,0.2,0.6
580,1.8,1.2,0.8
580,0.6,0.2,0.3
580,0.1,0.1,0.1
580,0.5,0.2,0.5
585,0.1,0.1,0.1
585,0.1,0.1,0
600,0.1,0.2,0
595,0.2,0,0.1
595,0.3,0.1,0.1
595,0.1,0.1,0
585,0.2,0.2,0
585,0.2,0.2,0
,0,0.2,0
585,0.5,0.1,0
585,0.1,0.1,0
585,0.7,0,0
585,0,0.1,0
585,0.2,0,0
600,0.1,0,0
610,1.1,0.1,0
615,0,0,0
615,0.1,0,0.1
610,0.2,0.1,0.1
610,0.1,0.1,0.1
610,2,0.5,3
605,1.4,0.9,0.4
605,0.5,0.2,0.2
605,0.3,0.4,0
605,0.2,0.6,0
600,0.2,0.7,0
600,0.3,0.4,0
595,0.2,0.4,0
595,0.2,0.5,0
595,0.1,0.4,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
580,0,0,0
580,0.3,0.2,0.1
580,0,0.1,0.1
580,0,0,0
580,0.1,0.1,0.2
600,0.7,0,0
605,0.1,2.6,0
590,1.1,0.6,1.2
590,3,0.3,3.4
580,1.8,0.6,0.1
580,0.1,0.4,0.1
580,0,0.4,0
580,0,0,0
580,0,0,0
580,0.1,0.5,0.1
580,0.4,0.9,0.3
580,0.2,0.2,0.1
580,0,0.3,0
580,0,0.3,0
580,0,0.2,0
580,0,0.1,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
585,0.1,0.1,0
585,3.4,0,2.1
585,6.5,0.1,3.6
585,0.5,5,0.5
585,0.3,1.3,2.3
595,0.4,3.1,0.5
595,0.9,0.9,0.5
585,1.5,1.5,0.2
585,0.3,0.6,0.2
585,0.5,0.7,0.3
585,0.6,0.2,0.3
585,0.5,0.6,0.2
585,0.4,0.1,0.5
585,0,0.2,0
585,0.3,0.1,0.1
585,0.5,0,0.5
585,0.8,0.8,0.4
585,0.7,0.8,0.3
585,0.7,0.6,0.6
585,0.6,0.3,0.3
620,0.3,0.4,0.3
630,0.2,0.2,0.4
630,0.1,0,0.2
630,0,0,0
625,0,0,0
620,0.1,0.1,0
620,0.1,0.1,0
610,0.1,0.5,0.1
610,0,0,0
605,1,2.7,0
600,2.7,4.7,0
600,0,1.9,0
600,0,0.3,0
595,0,0.2,0
595,0,0.1,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
585,0,0,0
585,0,0,0
585,0,0,0
585,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
590,0.1,0.1,0
590,5.1,0.3,0.7
590,4.9,0.7,0.3
590,2.2,2.3,1.5
590,0.3,7.6,0.1
590,0.2,6.8,0.8
660,0.4,3.6,0
755,1.3,1.3,0
745,0.6,1.1,0
710,0.2,0.4,0
685,0.2,0.3,0
670,0.1,0.3,0
660,0.1,0.1,0.1
660,0,0,0
660,0,0,0.1
670,0.1,0.2,0.1
670,0.1,0.1,0.1
660,0,0,0
655,0,0,0
655,0,0,0
640,0,0,0
640,0,0,0
630,0,0,0
630,0,0,0
630,0.1,0.1,0.1
630,0.3,0.1,0.1
625,6.7,1,2.5
625,0.2,0,0.1
620,0.7,1.6,0.2
620,0.9,1.1,1.6
610,0.1,0.2,0.1
610,0,0,0
610,0.3,0,0
615,0,0,0
625,0,0,0
635,0,0,0
650,0,0,0
655,0,0,0
655,0,0,0
650,0,0,0
635,0,0,0
630,0,0,0
620,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0.1,0,0.1
600,0,0.1,0
600,0.1,0.1,0
600,0.1,0.1,0
600,0.4,0.2,0.6
600,0,0,0.2
600,0,0.1,0
600,0,0.2,0
600,0,0.1,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
610,0,0,0
620,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
620,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
600,0.1,0,0
600,0.1,0,0
595,0.1,0.1,0.1
595,2.1,1.2,0.4
595,0.4,0.9,1.7
630,0,0.2,0.1
710,0,0.1,0
675,0,0,0
635,0,0.2,0
620,0,0,0
615,0,0,0
615,0,0,0
605,0,0,0
605,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
595,0.1,0.2,0
595,0,0.2,0
595,2,0,0.6
595,4.2,0.4,2.7
595,1.4,2,1.1
595,0.7,0.6,0.9
595,0.1,0.1,0
595,0,0,0
595,0,0,0
595,0,0,0
615,0,0,0
650,0,0,0
650,0,0,0
655,0,0.1,0
650,0,0,0
640,0,0,0
635,0,0,0
630,0,0,0
625,0,0,0
615,0,0,0
615,0,0,0
615,0,0.1,0
615,0.2,0.1,0.1
615,0,0.1,0
615,0.1,0.2,0
610,1.4,0.1,0.1
610,2.4,1.1,2
610,2.8,1.9,2.2
610,1.2,0.9,0.2
610,0.6,0.2,0
600,0.3,0.3,0
600,0,0.1,0
600,0,0.1,0
595,0.1,0.2,0
595,0,0.2,0
595,0,0.4,0
595,0.1,0.2,0
595,0,0,0.1
595,0,0,0
615,0,0,0
615,0,0,0.1
630,0,0,0
630,0,0,0.1
630,0,0,0.1
620,0,0,0
620,0.1,0.1,0.1
620,0.1,0.2,0.1
610,2.3,1.9,0.1
610,0.5,0.3,0.1
610,3.5,0.4,0.1
640,2,6.4,2
625,4.6,3.7,3.3
625,5.3,1.9,2.5
690,1.7,1.8,0.8
710,1,1,0.6
680,1.8,0.4,1
650,2,0.4,0.7
630,1.9,0.4,0.3
620,0.3,0.6,0
610,0,0.3,0.1
610,0,0.1,0
610,0.7,1.6,0.7
610,0.3,0.9,0.3
605,0.5,0.4,0.5
605,0.2,0.1,0.1
605,0,0,0
605,0,0,0
640,0,0,0
640,0,0,0
640,0,0,0
640,0,0,0
640,0.1,0.1,0
635,0.3,2.9,0
630,0.3,2.2,0
630,1.6,2,0.1
620,0.6,3.1,0
620,3.6,1.8,0.1
620,0.8,1.2,0.5
615,0.5,1.5,0.6
615,0.2,1.5,0.3
630,0.1,1.9,0
635,0.1,2.1,0
640,0.2,2.1,0
665,0.2,1.1,0
675,0.5,0.5,0
680,0,0,0.1
680,0,0,0
675,0,0,0
665,0,0,0
655,0,0,0
645,0,0,0
645,0,0,0
635,0.1,0,0
630,0.2,0.1,0
625,0.3,0.3,0.1
625,0.3,0.1,0.1
620,0.1,0.1,0
615,0.1,0.1,0
615,0.1,0.3,0
615,0.1,0.2,0.2
610,0.2,0.3,0.1
610,0.5,0.2,0.2
610,0.2,0,0.2
610,0.1,0,0.1
610,0,0,0
620,0,0.1,0
635,0,0.1,0
640,0,0,0
635,0,0,0
630,0,0,0
625,0,0,0
635,0,0,0
650,0,0,0
670,0,0,0
690,0,0,0
705,0,0,0
710,0.1,0,0
710,0.1,0,0
700,0,0.1,0.1
690,0,0.3,0
680,0.6,0.1,0
675,0.9,0.3,0.1
665,1.3,0.5,0.4
665,0.6,0.4,0
665,0.3,0.1,0.1
665,0.4,0.1,0.3
670,0.2,0.2,0.1
665,0,0.1,0
665,0,0,0.1
655,0,0,0
650,0,0,0
645,0,0,0
640,0,0,0
635,0,0,0
635,0,0,0
630,0,0,0
625,0,0,0
620,0,0,0
630,0,0,0
640,0,0,0
650,0,0,0
655,0,0,0
655,0.1,0.1,0.1
650,0.1,0,0.1
640,0.1,0.2,0.1
635,0.5,0.1,0.3
630,0.5,0.2,0.2
625,0.1,0.1,0
625,0,0.2,0.1
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0.4,0,0.3
615,0.8,0,0.3
615,0.5,0.3,0
615,0.4,0.5,0.4
610,0,0,0
610,0,0,0
595,0,0,0
605,0,0,0
630,0,0,0
660,0,0,0
690,0,0,0
700,0,0,0
700,0,0,0
690,0,0,0
