TMA_PA_Manggarai (cm),C.H. Bogor (mm),C.H. Depok (mm),C.H. Manggarai (mm)
705,2.2,2,1.7
700,0.4,0.4,0.2
690,0,0.1,0
680,0,0,0
675,0,0,0
670,0,0.1,0
660,0,0.1,0
660,0,0,0.1
660,0,0,0.1
665,0,0,0
665,0,0,0
640,0,0,0
655,0,0,0
655,0,0,0
655,0,0,0
655,0,0,0
655,0,0,0
655,0,0,0
650,0.1,0,0
650,0.1,0,0.1
650,0.4,0,0.5
645,4.1,0.2,2.9
645,1.3,0.1,1.4
640,2.5,0.4,0.9
640,0.7,0.5,0.2
640,0,0.2,0
640,0.1,0,0
640,0,0,0
635,0.2,0.1,0.2
635,0.3,0.4,0.3
640,0,0.1,0.1
650,0,0,0
660,0,0,0.1
665,0,0,0
660,0,0,0.1
660,0,0.1,0.1
655,0,0.1,0
650,0,0,0
650,0,0,0
650,0,0,0
650,0,0,0
650,0,0,0
650,0,0.1,0.1
645,0.2,0.1,0.2
645,0.8,0.4,0.2
640,0.7,2.6,0.2
640,2.9,0.2,0
640,0.2,1,0
640,2.7,2.9,3.3
635,0.4,0.8,0.4
635,0.2,0.1,0
635,0.1,0,0.1
650,0,0,0
675,0,0,0
695,0,0,0
710,0,0,0
720,0,0,0
725,0,0,0
730,0,0,0
725,0,0,0
720,0,0,0
710,0,0,0
700,0,0,0.1
690,0,0,0
680,0,0,0
670,0,0.1,0
665,0.1,0.1,0
665,0.1,0,0
660,0.2,0,0
655,0.2,0,0.1
650,3,1.6,0.2
650,0.3,1.7,0.2
650,0.2,0.2,0
645,0,0,0
645,0,0,0
645,0,0,0
645,0,0,0.1
645,0,0,0
640,0,0,0
640,0,0,0
640,0,0,0
640,0,0,0.1
640,0.3,0.1,0.1
640,0.1,0.2,0
640,0,0.2,0
640,0,0,0.1
640,0,0,0
640,0,0,0
640,0,0,0
640,0,0,0
640,0.1,0.1,0.1
630,0.1,0,0.1
630,0.3,0.2,0.2
630,1.9,2.7,1
630,1.7,1.8,1
625,1.7,1.5,3
640,2.3,0.5,3.7
630,0.5,0.1,1
630,0,0.1,0.1
630,0,0,0
625,0,0,0
625,0,0,0
625,0,0.2,0
625,0.2,0.1,0
630,0.2,0.1,0
640,0.2,0.1,0.1
640,0,0,0
640,0,0,0
640,0,0,0
640,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
620,0.1,0.1,0
620,0.5,0.1,0.4
620,1.2,1.3,0.9
620,0.4,1.5,0.3
620,0.1,2.2,0.1
620,0.1,2.1,0
620,0.2,0.5,0
620,0.4,0.1,0.3
620,0.5,0,0.3
620,0.6,0,0.6
615,0.2,0,0.4
615,0.1,0,0.2
615,0,0,0.2
615,0,0.1,0.2
615,0,0.3,0.1
615,0,0.2,0.2
615,0.2,0.2,0.3
615,0.5,0.1,0.4
615,0.4,0.2,0.5
610,0.3,0.1,0.4
610,0.2,0.1,0.4
620,0.1,0,0.2
615,0.1,0,0.2
615,0,0,0.1
615,0,0,0
615,0,0,0
615,0,0,0
615,0.6,0.8,0.6
615,0.6,0.5,0.5
615,0.4,0.6,0.3
615,0.3,0.6,0.2
615,0.4,0.2,0.5
615,0.1,0,0.2
615,0.2,0,0.2
615,0,0,0.1
615,0,0,0
615,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
620,0,0,0
615,0,0,0
615,0.1,0,0
615,0,0.1,0
615,0.1,0.2,0
610,0,0.4,0
610,0.3,2.6,0
610,0.2,1.4,0
610,0.4,0.8,0.3
610,0.1,1.1,0
610,0.1,2.1,0
610,0.1,0.6,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
610,0,0.1,0
610,0.1,0.1,0
610,0.1,0.1,0.1
610,0.1,0.1,0
610,0.1,0.1,0
610,0.3,0.1,0
610,0.1,0.1,0
610,0.1,0.1,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0.3,0
605,0,0.3,0.3
605,0.4,1.2,0
605,0.5,0.4,0.1
605,0.1,0.1,0.2
600,0,0,0.2
600,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0.1,0.1,0
605,0.1,0.1,0
605,1.1,0.2,0
605,3.8,0.8,0.2
605,0.5,3.7,0.1
605,1.2,1.3,0.1
590,2.6,0.1,1.6
590,0.1,0.4,0.2
590,0.1,0.1,0.2
590,0.1,0,0.2
590,0,0.2,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
605,0,0,0
605,0,0,0
605,0.1,0.1,0.1
605,0,0.1,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0.1,0,0.1
605,1.5,0,1.5
600,0.3,0,0.4
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
640,0,0,0
640,0.5,0,0.6
615,0.5,0,0.2
610,0.2,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0.1,0,0
595,0.1,0.1,0.1
605,0.2,0.1,0.1
600,0.3,0.1,0.1
600,0.1,0.8,0.1
600,0.1,0.5,0
600,1.5,0.2,0.7
600,0.7,0,0.5
600,0.2,0,0.1
600,0,0,0
600,0.1,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
620,0,0,0
630,0,0,0
640,0,0,0
640,0,0,0
635,0,0.1,0
630,0,0.1,0
625,0,0.2,0
625,0.1,0.1,0
620,0,0.1,0
620,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0,0
590,0,0.1,0
590,3.6,1.1,0.8
590,2.6,1,0.2
590,0.7,1.2,0.1
590,0.2,1.6,0.1
590,0.1,1,0.1
590,0,0.2,0
590,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0.1
600,0.4,0.2,0.5
600,0.7,0.2,0.7
600,0,0.1,0.1
600,0.5,0.1,0
610,0,0.1,0
620,0,0.1,0
620,0,0,0
620,0,0,0
615,0,0,0
615,0,0.2,0
615,0,0.1,0
610,0.1,0.1,0
610,0.1,0.2,0
610,0.9,0.5,0.1
610,1.5,0.6,0.9
620,1.1,1.4,1.4
625,2.7,1.9,1
625,1.2,0.6,1.7
620,0.8,0.5,1.2
620,0.4,0.6,0.4
610,0.2,0.2,0.1
610,0,0,0.2
610,0,0.1,0.1
605,0,0,0
605,0.1,0,0
600,0,0,0
600,0,0,0
595,0,0,0
600,0,0,0
615,0,0,0.2
625,0,0,0.2
635,0,0.1,0.1
630,0.1,0.1,0.1
630,0.2,0,0.1
620,0.4,0.1,0.1
615,0.8,0.1,0.2
615,1.1,1.7,1.7
610,6.4,1.6,0.2
610,2.5,2.8,1.1
610,0.2,0.4,0.2
615,0,0.1,0
620,0,0,0
620,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
615,0,0,0
605,0,0,0
605,0,0.3,0.1
605,0.1,0.4,0.1
605,0.1,0.1,0.1
600,0.1,0.1,0.1
605,0.1,0.1,0.1
605,0,0,0
610,0,0,0.1
610,0,0,0
610,0,0,0
620,0.1,0,0
620,0.3,0.1,0.1
615,0.2,0.1,0.1
615,5.3,2.1,1.7
660,3,0.9,0.2
630,5.1,0.6,1.5
615,2.3,0.4,1.9
610,0.8,0.2,1.1
600,0.5,0,0.8
600,0.1,0,0.2
600,0,0,0.1
605,0,0,0.2
605,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0.1
615,0,0,0.1
610,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0.1,0.1,0
600,0.2,0.2,0
610,0.1,0.2,0
615,0.1,0,0
615,0.2,0.2,0.1
610,0.1,0.2,0.1
610,0.4,0.2,0
605,0.3,0.1,0.2
605,0.2,0.1,0.2
605,0.1,0,0.1
605,0.5,0,0.1
605,0.8,0.2,0.1
605,0.7,0.3,0.1
605,0.3,0.5,0.1
605,0.1,0.4,0.1
625,0.1,0.4,0.2
650,0,0.3,0
690,0,0.1,0
715,0,0.2,0
725,0,0.1,0
720,0,0,0
710,0,0,0
705,0,0,0
690,0,0,0
680,0,0.1,0
670,0,0.1,0.1
660,0,0.1,0
650,0,0.1,0
645,0,0,0
640,0,0,0
635,0,0,0
635,0,0,0
630,0,0,0
630,0,0,0
625,0.2,0,0
620,0.2,0,0
625,0.1,0.1,0
620,0.3,0,0.1
620,0.1,0,0
620,0.1,0,0
615,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0.1,0
605,0,0,0
605,0,0,0
605,0.1,0.1,0
605,0.2,0,0
605,0.2,0,0
600,0.1,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
605,0,0,0
620,0,0,0
630,0,0,0
635,0,0,0
635,0,0,0
625,0,0,0
625,0,0,0
615,0,0,0
615,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
595,0,0.1,0
595,0.1,0,0
595,0.1,0.2,0
595,0.2,0.3,0.1
595,0.1,0,0
595,0.1,0,0.2
595,0,0,0.1
595,0,0,0
595,0,0,0
595,0,0.1,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0.1
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0.1
595,0.1,0,0
590,0.1,0.1,0
590,0.1,0.1,0.1
590,0.1,0.1,0.1
590,0.1,0.1,0
590,0.1,0.2,0.1
590,0.3,0.2,0
590,0.3,0.5,0.1
600,1.7,1.4,0.9
595,0.1,0.3,0.2
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0.2
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0.1
590,0.2,0.2,0.2
590,0.3,0.3,0.1
590,0.1,0.2,0.1
590,0,0.1,0.1
590,0.2,0.1,0.1
590,0.1,0.1,0.1
590,0.1,0,0
590,0.1,0,0
590,0,0,0.1
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0.3
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0.1,0,0.1
590,0.2,0.1,0.2
590,0.1,0.5,0
590,0.1,0,0
590,0.2,0.2,0
590,0.4,0.2,0.1
590,0,0.4,0.1
590,0,0,0
590,0,0,0
600,1,0,1.3
600,0.5,0,1.3
590,0.2,0.6,1
590,0.2,0.8,1
590,0.8,0.7,1.5
590,1.3,0.8,2.3
590,0.9,0.4,0.7
590,1.1,0.3,1.7
600,0.6,0,0.6
600,0,0,0.2
590,0,0,0
590,0,0,0
595,0,0,0
605,0,0,0
610,0,0,0
615,0.1,0,0
620,0.1,0.1,0.1
615,0.2,0.3,0.1
610,3,3.7,0.4
610,3.3,1.4,1.2
600,1.8,0.2,2.1
595,0.4,1.4,0.7
595,0.3,0.7,0.2
595,0,0,0
595,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0.6
590,0,0,0.3
590,0,0,0.2
590,0,0,0
590,0,0,0
585,0,0,0
585,0,0,0
585,0,0,0
595,0,0,0
605,0,0,0
615,0,0,0
615,0,0,0
615,0.1,0.1,0
615,0.2,0.2,0.1
615,0.2,0.2,0.1
610,0.2,0.2,0.2
605,0.1,0.1,0.1
605,0.1,0.1,0.1
600,0.1,0,0
600,0.1,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0.1,0
595,0,0,0.1
595,0,0,0.2
595,0,0,0.1
605,0,0,0.1
605,0,0,0.1
610,0,0,0
610,0,0,0
610,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0.1
610,0,0,0
605,0,0,0
605,0,0.1,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0.1,0,0.1
595,0.1,0,0.3
595,0.1,0,0.3
595,0.1,0,0.3
595,0,0.2,0.1
590,0,0,0.1
590,0,0,0.2
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0.1
590,0.1,0.1,0.3
590,0.1,0.1,0.3
590,0.1,0,0.3
590,0.4,0,0.6
590,0.1,0,0.1
590,0.1,0,0
590,0.2,0,0
590,0.1,0,0
590,0,0,0
590,0.2,0,0.2
590,0.2,0,0.2
590,0.1,0,0
590,0,0,0
590,0,0,0
590,0,0,0
585,0,0,0.1
585,0,0,0
585,0,0,0
585,0,0,0
585,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0.1,0.1,0
580,0,0.1,0
580,0,0.1,0
580,0,0.2,0
580,0.1,0.1,0
580,0.1,0,0
580,0.1,0.1,0
580,0.1,0.1,0
580,0.1,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
590,0,0,0
580,0,0,0
580,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0.1
590,0,0,0
590,0.5,0.2,0
590,0.4,0.1,0.6
590,0,0,0
580,0,0,0
580,0.5,0,1.4
580,0.2,0,0
580,0.1,0.1,0.3
580,0.2,0.2,0.4
580,0,0.1,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0.1,0,0
580,0.1,0.1,0.2
580,0.2,0.1,0.1
580,1.8,0.1,0.1
580,0,0.1,0
580,1,0.2,0.7
580,1.3,1.7,1.1
580,4.5,1.9,3
580,0.1,0.4,0.3
580,0,0,0.1
580,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
585,0,0,0.6
585,0.4,0,0.6
585,0.1,0,0.3
585,0,0,0.3
585,0,0,0.5
585,0,0,0.2
580,0,0,0.1
580,0,0,0.2
580,0.2,0.1,0.5
580,0.1,0.1,0.3
600,0.1,0.2,0.3
610,0.2,0.2,0.3
615,0.2,0.1,0.2
615,1,0.6,0.3
615,0.4,0.7,0.3
615,1.6,0.4,0.9
615,1,0.5,1.1
615,0.8,0.4,0.6
650,0.8,0.2,1.3
650,0.6,0,0
640,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
620,0.3,0.1,0.1
625,0.1,0.1,0.1
625,0.1,0,0
620,0.1,0.1,0.1
620,0.2,0.2,0.3
620,0.1,0.2,0.1
625,0,0.1,0.1
630,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
620,0.1,0.1,0.1
620,0.5,0.2,0.2
615,2,0.2,0.6
610,0.5,1.6,1.2
610,0,0.6,0.2
610,0,0,0
605,0,0,0.2
605,0,0,0.2
600,0,0,0.2
595,0,0,0
595,0,0,0.2
595,0,0,0.6
595,0,0,0.2
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0.1,0
590,0,0.1,0
590,0.1,0.1,0
590,0.1,0.1,0.2
590,1.4,2.9,0.8
600,3.1,2.7,2.1
600,2.1,1.1,3.5
595,0.7,0.6,2.3
595,1.3,0.6,2.8
615,0.7,0.6,1.4
630,0.7,0.3,1.3
630,2.1,0.1,2.1
630,1.8,0.2,2.1
635,1.6,0.3,1.2
680,2.1,0.3,1.3
725,16.1,1.3,12.1
770,15.5,1.2,12.6
795,15.5,1.3,13.2
820,14.1,0.9,12.3
820,11.2,0.6,9.5
825,7.7,0.6,6.5
825,4.9,0.6,4.1
815,2.8,0.6,2.3
815,1.6,0.3,1.3
785,0.9,0.2,1
765,0.2,0.1,0.5
745,0.2,0.1,0.2
725,0,0,0
710,0,0.2,0
695,0.1,0,0
685,0,0,0
685,0,0,0
695,0,0,0
695,0,0,0
690,0,0,0
690,0,0,0
685,0.2,0,0
680,0,0,0
675,0,0,0
670,0,0,0
665,0,0,0.1
660,0,0,0.1
655,0,0,0.1
655,0,0,0.1
655,0,0,0
645,0,0,0
645,0,0,0
645,0,0,0
640,0,0,0
640,0,0,0
635,0,0.3,0
635,0,0.1,0.1
635,0,0,0.1
635,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0.1,0,0
610,0.1,0.1,0.1
610,0.1,0.1,0.1
610,0.1,0.1,0
610,0.1,0.1,0
610,0.1,0.1,0
610,0.1,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0.1,0,0
605,0.1,0,0
605,0.1,0,0
605,0.1,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0.1,0,0
600,0.1,0,0
600,0.1,0.1,0
600,0.3,0.2,0
600,0.2,0.1,0
600,0.1,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
600,0,0,0
600,0,0,0
600,0.2,0,0
600,0.1,0.1,0.1
600,0.2,0.2,0.2
600,0.5,0.2,0.2
600,0.2,0.1,0.1
600,0.3,0.2,0.2
600,0.5,0.2,0.4
595,0.2,0.2,0.2
595,0.3,0,0.2
595,0.1,0,0.4
595,0.1,0.1,0.4
595,0.2,0.2,0.3
595,0,0,0.1
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0,0
590,0.1,0.1,0.1
590,0.1,0.1,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0,0
590,0,0,0
590,0,0,0
590,0.1,0,0
590,0,0,0
590,0,0,0.2
590,0,0,0
590,0,0,0
590,0,0,0.1
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0.1,0
580,0,0,0
580,0.2,0.1,0
580,0.1,0.2,0
580,1.1,0.2,0.4
580,2.9,0.4,1.4
580,2.5,0.4,1.5
580,1,0.2,0.9
580,1.2,0.1,0.5
580,0.1,0,0.5
580,0.1,0,1.1
580,0.7,0,1.1
580,0.2,0,0.5
580,0,0,0.2
580,0,0,0.1
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0.1
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0.1,0,0.1
580,0.3,0.1,0.2
580,0.1,0.1,0
580,0.1,0.1,0.1
580,0,0.1,0
580,0.5,0.2,0.2
580,0.5,0.2,0.3
610,0.1,0.1,0.2
595,0,0,0.2
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0.1
580,0,0,0
580,0,0.1,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
610,0,0,0
650,0,0,0
660,0,0.2,0
660,0,0.1,0
660,0.1,0,0.1
650,0.3,0.1,0
635,0.3,0.1,0.2
625,0.9,0.2,0.5
620,0.3,0.5,0.3
610,0.3,0.5,0.3
610,0.2,0.3,0.3
610,0.3,0.3,0.2
610,0.2,0.1,0.2
670,0.2,0.1,0.1
690,0.1,0,0.2
690,0.1,0,0.2
670,0,0,0.1
655,0,0,0.1
655,0,0,0.1
670,0,0,0
670,0,0,0
675,0,0,0
670,0,0,0
660,0,0,0
650,0,0,0
645,0,0,0
660,0.1,0.1,0
690,0.1,0.1,0
695,0.1,0.3,0.1
700,0.1,0.2,0.1
690,0.7,0.2,0.8
680,1.6,0.1,1.6
680,1.4,0.1,0.6
680,0.9,0.3,0.7
665,0.2,0.3,0.1
650,0.1,0,0
640,0.1,0,0.1
635,0.2,0.1,0.1
630,0.3,0.1,0.2
630,0.5,0.2,0.3
620,0.6,0.3,0.5
620,0.4,0.4,0.4
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0.1,0,0
610,0,0,0
610,0,0.1,0
610,0.1,0.1,0
610,0.1,0.1,0
610,0,0,0
610,0.1,0,0
610,0.1,0.1,0
605,0.2,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
600,0.1,0,0
600,0.1,0,0
600,0.2,0,0.2
595,0.1,0,0
595,0.1,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0,0
590,0,0,0
590,0,0,0
590,0.2,0,0
590,0.1,0,0.1
590,0,0,0
590,0,0,0
590,0.3,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0,0.1
590,0.1,0,0.1
590,0.1,0,0.1
590,0.1,0,0.1
590,0,0,0
590,0.1,0,0
590,0.1,0,0.2
590,0.1,0,0.3
590,0.1,0.1,0.2
590,0.1,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
585,0,0,0
585,0,0,0.1
585,0,0,0
585,0,0,0
585,0,0,0
585,0,0,0
585,0,0,0
585,0.1,0,0
585,0.1,0,0
585,0.2,0,0
585,0.2,0,0
585,0.2,0,0.1
585,0,0,0.1
580,0.1,0,0
580,0.3,0,0
580,0,0,0.1
580,0,0,0.1
580,0,0,0
590,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0.1,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0.1,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0.1,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0.1,0,0
580,0,0,0
580,0,0.1,0
580,0,0,0
580,0.1,0,0
580,0.1,0.1,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0.1,0.1,0.1
580,0,0,0.2
580,0.2,0,0.3
580,0,0,0
580,0,0,0.1
580,0,0,0
580,0,0,0
580,0.1,0,0
580,0.2,0.1,0.2
580,0.2,0.1,0.1
580,0.2,0,0.1
580,1.2,0.8,0.3
580,0.3,0.1,0.2
580,0.8,0.1,0.1
580,3.3,0.4,1.3
580,1.5,0.3,1.2
580,0.4,0.9,0.6
580,0.6,0.2,0.7
580,0.7,0.1,0.6
580,0.6,0.1,0.7
580,0.7,0,0.8
580,0.6,0,0.6
580,0.1,0,0.1
580,0,0,0
580,0,0,0
575,0,0,0.1
575,0,0,0.1
575,0,0,0.1
575,0,0,0
575,0,0,0.1
580,0.1,0,0.1
595,0.1,0,0.1
595,0,0.1,0
595,0.1,0.1,0
610,0.1,0,0.2
610,1,0.1,0.1
610,3.8,3.2,0.6
610,3.2,4.6,1.3
605,0.6,1,0.1
605,1.2,0.1,0.8
605,1.1,0.1,1.3
610,0.2,0,0.3
630,0.2,0.1,0.3
650,0.3,0.1,0.4
650,0.1,0.1,0.1
645,0.2,0.1,0.2
635,0.2,0.1,0.2
625,0.2,0.2,0.2
615,0.1,0,0.1
615,0.1,0,0.1
615,0.1,0,0.1
610,0.1,0,0.1
605,0,0,0
600,0,0,0
595,0.1,0,0
595,0.1,0,0
595,0.2,0.1,0
590,0.3,0.1,0.1
590,0.3,0.1,0.2
590,0.4,0.1,0.3
590,0.2,0.2,0.1
590,0.1,0.2,0.1
590,0.1,0.1,0.1
590,0.3,0.1,0.2
585,0.4,0.1,0.3
585,0.1,0.1,0.2
585,0.1,0.1,0.1
585,0.4,0.1,0.4
585,0.1,0,0.2
585,0.1,0,0.1
585,0,0,0
585,0,0,0
585,0,0,0
580,0,0,0
580,0,0,0
585,0,0,0
585,0,0,0
585,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0.1,0,0.1
580,0.1,0,0.1
580,0.1,0,0.1
580,0.1,0,0
580,0.3,0,0
580,0.4,0,0.2
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0.1
580,0,0,0.1
580,0,0,0
590,0,0,0
605,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
625,0,0,0
625,0,0,0
615,0,0,0
610,0.1,0.1,0
605,0.1,0.2,0
605,0.1,0.1,0
605,0.2,0.1,0.2
605,0.6,0.2,0.3
605,0.4,0.1,0.1
605,1.3,0,0.8
600,0.2,0,0.3
600,0,0,0
600,0,0,0
600,0,0,0
625,0,0,0
660,0,0,0
695,0,0,0
710,0,0,0
710,0,0,0
700,0,0,0
680,0,0,0
675,0,0,0
660,0,0,0
660,0,0,0
660,0,0,0
640,0,0,0
620,0,0,0
620,0,0,0
615,0,0,0
610,0.1,0,0.1
605,0,0,0
605,0,0,0.1
605,0,0,0
605,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0.1,0,0
